Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[infect]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[protocol]	Characteristics[disease]	Characteristics[sex]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Protocol REF	Protocol REF	Derived Array Data File	Protocol REF	Derived Array Data File	Protocol REF	Protocol REF	Derived Array Data File	Factor Value[infect]	Factor Value[time]	Unit[time unit]
Pla_HDBR11923127	ERS18335645	SAMEA115337468	Homo sapiens	2D9 NF54-eGFP	Hrv170, Hrv124	Pf infected	CS20,11pcw	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR11923127	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR11923127_S1_L001		sequencing assay	ERX12060283	P-MTAB-141385	Pla_HDBR11923127_S1_L001_I2_001.fastq.gz	Pla_HDBR11923127_S1_L001_I2_001.fastq.gz	ERR12686194	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686194/Pla_HDBR11923127_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR11923127_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR11923127	ERS18335645	SAMEA115337468	Homo sapiens	2D9 NF54-eGFP	Hrv170, Hrv124	Pf infected	CS20,11pcw	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR11923127	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR11923127_S1_L001		sequencing assay	ERX12060283	P-MTAB-141385	Pla_HDBR11923127_S1_L001_R1_001.fastq.gz	Pla_HDBR11923127_S1_L001_R1_001.fastq.gz	ERR12686194	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686194/Pla_HDBR11923127_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR11923127_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR11923127	ERS18335645	SAMEA115337468	Homo sapiens	2D9 NF54-eGFP	Hrv170, Hrv124	Pf infected	CS20,11pcw	placenta	snRNAseq	P. falciparum infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141387	P-MTAB-141388	P-MTAB-141384	Pla_HDBR11923127	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR11923127_S1_L001		sequencing assay	ERX12060283	P-MTAB-141385	Pla_HDBR11923127_S1_L001_R2_001.fastq.gz	Pla_HDBR11923127_S1_L001_R2_001.fastq.gz	ERR12686194	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686194/Pla_HDBR11923127_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR11923127_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR11923127_matrix.mtx.gz	Pf infected	24hpi	hour
Pla_HDBR12261976	ERS18335646	SAMEA115337469	Homo sapiens		Hrv132	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261976_S1_L001		sequencing assay	ERX12060284	P-MTAB-141385	Pla_HDBR12261976_S1_L001_R2_001.fastq.gz	Pla_HDBR12261976_S1_L001_R2_001.fastq.gz	ERR12686188	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686188/Pla_HDBR12261976_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_matrix.mtx.gz	none	day0	day
Pla_HDBR12261976	ERS18335646	SAMEA115337469	Homo sapiens		Hrv132	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261976_S1_L001		sequencing assay	ERX12060284	P-MTAB-141385	Pla_HDBR12261976_S1_L001_I2_001.fastq.gz	Pla_HDBR12261976_S1_L001_I2_001.fastq.gz	ERR12686188	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686188/Pla_HDBR12261976_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_matrix.mtx.gz	none	day0	day
Pla_HDBR12261976	ERS18335646	SAMEA115337469	Homo sapiens		Hrv132	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261976_S1_L001		sequencing assay	ERX12060284	P-MTAB-141385	Pla_HDBR12261976_S1_L001_R1_001.fastq.gz	Pla_HDBR12261976_S1_L001_R1_001.fastq.gz	ERR12686188	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686188/Pla_HDBR12261976_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_matrix.mtx.gz	none	day0	day
Pla_HDBR12261976	ERS18335646	SAMEA115337469	Homo sapiens		Hrv132	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261976	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261976_S1_L001		sequencing assay	ERX12060284	P-MTAB-141385	Pla_HDBR12261976_S1_L001_I1_001.fastq.gz	Pla_HDBR12261976_S1_L001_I1_001.fastq.gz	ERR12686188	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686188/Pla_HDBR12261976_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261976_Pla_HDBR12261978_matrix.mtx.gz	none	day0	day
Pla_HDBR12261977	ERS18335647	SAMEA115337470	Homo sapiens		Hrv133	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261977_S1_L001		sequencing assay	ERX12060285	P-MTAB-141385	Pla_HDBR12261977_S1_L001_R1_001.fastq.gz	Pla_HDBR12261977_S1_L001_R1_001.fastq.gz	ERR12686157	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686157/Pla_HDBR12261977_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_matrix.mtx.gz	none	day0	day
Pla_HDBR12261977	ERS18335647	SAMEA115337470	Homo sapiens		Hrv133	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261977_S1_L001		sequencing assay	ERX12060285	P-MTAB-141385	Pla_HDBR12261977_S1_L001_R2_001.fastq.gz	Pla_HDBR12261977_S1_L001_R2_001.fastq.gz	ERR12686157	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686157/Pla_HDBR12261977_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_matrix.mtx.gz	none	day0	day
Pla_HDBR12261977	ERS18335647	SAMEA115337470	Homo sapiens		Hrv133	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261977_S1_L001		sequencing assay	ERX12060285	P-MTAB-141385	Pla_HDBR12261977_S1_L001_I1_001.fastq.gz	Pla_HDBR12261977_S1_L001_I1_001.fastq.gz	ERR12686157	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686157/Pla_HDBR12261977_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_matrix.mtx.gz	none	day0	day
Pla_HDBR12261977	ERS18335647	SAMEA115337470	Homo sapiens		Hrv133	none	12pcw	placenta	scRNAseq	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261977	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261977_S1_L001		sequencing assay	ERX12060285	P-MTAB-141385	Pla_HDBR12261977_S1_L001_I2_001.fastq.gz	Pla_HDBR12261977_S1_L001_I2_001.fastq.gz	ERR12686157	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686157/Pla_HDBR12261977_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12261977_Pla_HDBR12261979_matrix.mtx.gz	none	day0	day
Pla_HDBR12261978	ERS18335648	SAMEA115337471	Homo sapiens		Hrv132	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261978	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261978_S1_L001		sequencing assay	ERX12060286	P-MTAB-141385	Pla_HDBR12261978_S1_L001_I2_001.fastq.gz	Pla_HDBR12261978_S1_L001_I2_001.fastq.gz	ERR12686190	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686190/Pla_HDBR12261978_S1_L001_I2_001.fastq.gz	sample_barcode	index2									none	day0	day
Pla_HDBR12261978	ERS18335648	SAMEA115337471	Homo sapiens		Hrv132	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261978	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261978_S1_L001		sequencing assay	ERX12060286	P-MTAB-141385	Pla_HDBR12261978_S1_L001_R1_001.fastq.gz	Pla_HDBR12261978_S1_L001_R1_001.fastq.gz	ERR12686190	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686190/Pla_HDBR12261978_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1									none	day0	day
Pla_HDBR12261978	ERS18335648	SAMEA115337471	Homo sapiens		Hrv132	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261978	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261978_S1_L001		sequencing assay	ERX12060286	P-MTAB-141385	Pla_HDBR12261978_S1_L001_R2_001.fastq.gz	Pla_HDBR12261978_S1_L001_R2_001.fastq.gz	ERR12686190	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686190/Pla_HDBR12261978_S1_L001_R2_001.fastq.gz	single	read2									none	day0	day
Pla_HDBR12261978	ERS18335648	SAMEA115337471	Homo sapiens		Hrv132	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261978	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261978_S1_L001		sequencing assay	ERX12060286	P-MTAB-141385	Pla_HDBR12261978_S1_L001_I1_001.fastq.gz	Pla_HDBR12261978_S1_L001_I1_001.fastq.gz	ERR12686190	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686190/Pla_HDBR12261978_S1_L001_I1_001.fastq.gz	sample_barcode	index1									none	day0	day
Pla_HDBR12261979	ERS18335649	SAMEA115337472	Homo sapiens		Hrv133	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261979	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261979_S1_L001		sequencing assay	ERX12060287	P-MTAB-141385	Pla_HDBR12261979_S1_L001_I1_001.fastq.gz	Pla_HDBR12261979_S1_L001_I1_001.fastq.gz	ERR12686186	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686186/Pla_HDBR12261979_S1_L001_I1_001.fastq.gz	sample_barcode	index1									none	day0	day
Pla_HDBR12261979	ERS18335649	SAMEA115337472	Homo sapiens		Hrv133	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261979	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261979_S1_L001		sequencing assay	ERX12060287	P-MTAB-141385	Pla_HDBR12261979_S1_L001_I2_001.fastq.gz	Pla_HDBR12261979_S1_L001_I2_001.fastq.gz	ERR12686186	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686186/Pla_HDBR12261979_S1_L001_I2_001.fastq.gz	sample_barcode	index2									none	day0	day
Pla_HDBR12261979	ERS18335649	SAMEA115337472	Homo sapiens		Hrv133	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261979	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261979_S1_L001		sequencing assay	ERX12060287	P-MTAB-141385	Pla_HDBR12261979_S1_L001_R1_001.fastq.gz	Pla_HDBR12261979_S1_L001_R1_001.fastq.gz	ERR12686186	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686186/Pla_HDBR12261979_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1									none	day0	day
Pla_HDBR12261979	ERS18335649	SAMEA115337472	Homo sapiens		Hrv133	none	12pcw	placenta	Antibody capture	none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12261979	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq									10x feature barcode					10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12261979_S1_L001		sequencing assay	ERX12060287	P-MTAB-141385	Pla_HDBR12261979_S1_L001_R2_001.fastq.gz	Pla_HDBR12261979_S1_L001_R2_001.fastq.gz	ERR12686186	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686186/Pla_HDBR12261979_S1_L001_R2_001.fastq.gz	single	read2									none	day0	day
Pla_HDBR12330712	ERS18335650	SAMEA115337473	Homo sapiens		Hrv135, Hrv136	control/ none	12pcw,9pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12330712	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12330712_S1_L001		sequencing assay	ERX12060288	P-MTAB-141385	Pla_HDBR12330712_S1_L001_R2_001.fastq.gz	Pla_HDBR12330712_S1_L001_R2_001.fastq.gz	ERR12686205	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686205/Pla_HDBR12330712_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12330712_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR12330712	ERS18335650	SAMEA115337473	Homo sapiens		Hrv135, Hrv136	control/ none	12pcw,9pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12330712	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12330712_S1_L001		sequencing assay	ERX12060288	P-MTAB-141385	Pla_HDBR12330712_S1_L001_I2_001.fastq.gz	Pla_HDBR12330712_S1_L001_I2_001.fastq.gz	ERR12686205	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686205/Pla_HDBR12330712_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12330712_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR12330712	ERS18335650	SAMEA115337473	Homo sapiens		Hrv135, Hrv136	control/ none	12pcw,9pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12330712	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12330712_S1_L001		sequencing assay	ERX12060288	P-MTAB-141385	Pla_HDBR12330712_S1_L001_R1_001.fastq.gz	Pla_HDBR12330712_S1_L001_R1_001.fastq.gz	ERR12686205	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686205/Pla_HDBR12330712_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12330712_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR12330712	ERS18335650	SAMEA115337473	Homo sapiens		Hrv135, Hrv136	control/ none	12pcw,9pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12330712	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12330712_S1_L001		sequencing assay	ERX12060288	P-MTAB-141385	Pla_HDBR12330712_S1_L001_I1_001.fastq.gz	Pla_HDBR12330712_S1_L001_I1_001.fastq.gz	ERR12686205	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686205/Pla_HDBR12330712_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12330712_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330712_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR12330713	ERS18335651	SAMEA115337474	Homo sapiens	EGD-cGFP	Hrv135, Hrv136	Lm infected	12pcw,9pcw	placenta	scRNAseq	L. monocytogenes infected	Unknown	organism part	P-MTAB-141382	P-MTAB-141383	P-MTAB-141388	P-MTAB-141384	Pla_HDBR12330713	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR12330713_S1_L001		sequencing assay	ERX12060289	P-MTAB-141385	Pla_HDBR12330713_S1_L001_I2_001.fastq.gz	Pla_HDBR12330713_S1_L001_I2_001.fastq.gz	ERR12686163	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686163/Pla_HDBR12330713_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330713_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR12330713_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR12330713_matrix.mtx.gz	Lm infected	24hpi	hour
